"biceps","bone","caliper1","caliper2","caliper3","calories","chest","comment","dateTime","fat","hip","lbm","muscle","neck","thigh","visceralFat","waist","water","weight"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-09-26 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-09-23 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-09-22 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-09-21 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-09-20 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-09-19 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-09-18 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-09-10 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-09-09 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-09-08 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-09-07 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-09-06 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-09-05 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-09-01 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-31 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-30 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-29 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-28 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-27 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-26 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-25 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-24 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-23 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-22 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-19 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-18 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-17 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-16 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.2
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-15 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-14 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-13 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-12 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-11 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-10 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","2016-08-09 00:00",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.5
